,quote,fake
6247,"scott pruitt’s security spending was ""somewhat more"" than his predecessor.",1
6248,"Gov. Bruce Rauner ""is letting persistent health issues jeopardize the wellbeing of our nation’s heroes.""",1
6249,"""morgue employee cremated by mistake while taking a nap.""",0
6251,"""the candidates controlled by madigan, all of them have said, ‘the answer to our problems is a massive income tax hike.’ """,1
6252,"""in missouri, there are still (fema) cases pending from floods that occurred in 2013.""",0
6254,"""actress emma stone: ‘for the first time in history we have a president that…""",0
6255,"""when a car is sent to the united states from china, there is a tariff to be paid of 2 1/2%. when a car is sent to china from the united states, there is a tariff to be paid of 25%.""",0
6256,"""nancy pelosi vows democrats will raise taxes if they take back the house.""",0
6257,"""all citizens who want to receive gvt benefits must agree to be microchipped in the near future""",0
6258,"""we raised the minimum wage to $15 first in city government. now, working together with people in albany, it's the law of the state.""",0
6259,"70 percent of benefits in donald trump’s proposal for child care ""go to the people making over $100,000 a year.""",0
6260,"""most u.s. foreign assistance ... is given to u.s. companies and nonprofits in the form of contracts and grants.""",1
6261,"""the son-in-law of the president met with russian officials at the trump tower after having them come in the back door.""",1
6262,"hb2 has hurt north carolina’s economy by ""one-tenth of 1 percent of our annual gdp.""",0
6263,"""2.1 million jobs have been created in the last six or seven years"" in california",0
6264,"texas ""spent close to a third of its budget on medicaid last year, a third of all state spending.""",0
6265,"""k-12 education is getting more money this year than they did last year. ... it is a total increase of 4.1 percent.""",1
6266,"""immigrants are responsible for 96 percent of our small biz growth since 2000.""",1
6268,"""florida pays our teachers $10,000 a year less than the national average.""",0
6269,"""it's important to pay attention to the russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced"" in the house.",1
6271,"nc republicans ""raided $58 million that was supposed to help create jobs for north carolinians.""",1
6274,"the mobilization of the military in response to the storms in puerto rico and the u.s. virgin islands ""is the largest ever mobilization of our military in a naval and marine operation"" and an air force carrier there ""was the first-ever as well.""",1
6276,"wisconsin is ""guaranteeing foxconn almost $3 billion, but foxconn is not contractually guaranteeing how many full-time employees it will hire, for how long and at what pay.""",1
6277,"""muslims’ disturbing plan comes out after grocery stores go bare to prepare for irma.""",1
6278,"the new illinois school funding formula ""created a tax shelter for the wealthy and a voucher program…""",1
6279,"""paul ryan doesn't know what the minimum wage is in wisconsin.""",1
6280,"""florida governor rick scott now listed as ‘critical’ after bizarre hurricane cleanup accident.""",1
6281,"""georgia mosque keeps hurricane harvey donations, will send to syrian refugees instead""",0
6282,"""mar-a-lago (was) destroyed by (hurricane) irma (and) jared kushner (is) still missing.""",1
6283,"""the affordable care act is the single largest tax increase in my lifetime.""",1
6284,"""no court has held (deferred action for childhood arrivals) unconstitutional.""",1
6285,"""the governor’s cuts would kick over 8,000 people out of their homes.""",0
6286,"""under trump’s new tax plan … 99.8% of americans"" get ""not one nickel"" in tax cuts.",0
6287,"""in fact, if you add up the net wealth of his cabinet, it has more wealth than a third of the american people total -- close to 100 million people.""",1
6288,florida officials amended a contract from lockheed martin from 305 promised jobs to six.,1
6290,"""somebody observed this week that you have to go back to the very founding of the government to the first administration of george washington to find a time when it’s taken longer to put a cabinet in place.""",1
6291,"""we have counties where there have been one arrest under the safe act. it indicates there's not a whole lot of interest in enforcing this in our upstate counties.""",1
6292,"""violent crimes where a firearm is used have remained static since 2013 in both new york state and erie county""",1
6293,"on foxconn deal, ""3,000 jobs cost #wi taxpayers more than $3 billion in tax giveaways. break it down: more than $1 million in taxpayer dollars per job.""",0
6294,"""there's no such thing as a lone wolf. ... that was a phrase invented by the last administration to make americans stupid.""",1
6295,"there are""thousands of georgia workers that are misclassified as independent contractors,"" who lose benefits, including health care.",1
6296,"""barron trump rushed to the hospital, hospital releases statement on his condition""",1
6297,david hogg wasn’t at school during the parkland school shooting.,1
6298,"""80% of black men in atlanta are homosexuals, study says""",1
6299,"""a lot"" of sen. sherrod brown’s policies ""reflect that interest in marxism"" and a fondness for communism.",1
6301,"""florida passes bill legalizing recreational use of marijuana.""",0
6302,"""just in our first six months in office, missouri moved up the rankings nine places ... of the best states to do business.""",1
6303,"rescinding the deferred action for childhood arrivals program ""will harm our economy.""",1
6304,"""schools in austin independent school district are teaching children as young as 4 years old that their gender is fluid – that they’re not a boy or a girl and they can choose whichever gender they want.""",0
